id,annualHouseholdIncome,birthYear2020,coronavirusConcern,coronavirusEmployment,coronavirusIntent_Mask,coronavirusIntent_SixFeet,coronavirusIntent_StayHome,coronavirusIntent_WashHands,coronavirusLocalCommunity,coronavirusSupportSystem,coronavirusSymptoms,ratioOfAdultHospitalization,coronavirusWhenShouldReopen,education,ethnicity,gender,hasCoronavirusBelief,politicalBelief,politicalParty,religion,religiosity,trumpApproval,zipcodePrefix,startTime,coronaSimilarFlu,coronaOnlyElderly,youngInvulnerable,elderlyMoreRisk,coronaAllHospitalize,coronaKillsMost,ethnicitySpreadsCovid,allSpreadCovid,nonNativesSpreadCovid,asymptomaticSpread,onlySickSpread,infectFromAnimal,location.id
4afe7cfefa169a2a7cb43b08b64386db,50000,1951,10,now-part,58,84,80,92,0,fam-friend,"fatigue, muscle-ache",one-in-1k,3-wk,some-college,hispanic-latino,female,0,5.9,7.3,catholic,6.1,3.8,956,2020-06-10T06:18:31Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4b0109669ea8965262d17a163307b579,45000,1957,1.8,was-part,59,99,98,59,0,no-one,none,one-in-30k,immediate,postgrad,hispanic-latino,male,0,7.8,8.9,catholic,0,9.8,917,2020-05-15T18:01:51Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4b09e10724ad2966424eba360cbe3a04,,1994,10,was-full,100,100,100,100,5,fam-friend,none,thirty-percent,yr-plus,college,hispanic-latino,female,0,3.9,0,something-else,3,0,330,2020-06-04T22:34:04Z,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
4b0f57b04886a39cb77f080cb67b1e9f,,2000,6.6,"was-jobless, was-full",72,48,50,55,0,fam-friend,none,three-in-ten,few-days,school,black,female,0,5.9,5.6,something-else,3.3,3.3,100,2020-05-25T17:50:44Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NewYork_UnitedStates
4b12d17c5ca41690750a153e6ff59c75,,2001,10,now-disabled,100,100,100,100,0,fam-friend,none,almost-all,yr-plus,college,black,male,0.4,5.9,0,something-else,4.9,0.5,952,2020-05-25T18:42:38Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
4b22f096d4c460d4cbca5020b602c07b,,2000,5,was-full,51,52,52,48,0,private-org,none,three-in-ten,immediate,highschool,black,male,5.2,4.9,5,nothing-in-particular,4.9,0,333,2020-05-25T19:01:52Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Florida_UnitedStates
4b26f6ca58d09c0a28b2c2f01a791d49,,2000,8.2,now-full,100,100,100,100,0,"employer, fam-friend, other",none,three-percent,immediate,highschool,other-mixed,male,0.5,5.4,10,nothing-in-particular,7.7,5.4,337,2020-06-04T23:17:21Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Florida_UnitedStates
4b27f8bab0030f1f8e1e8cac7434fc3e,145000,1978,10,was-full,100,100,100,100,0,"fam-friend, local-gov, state-gov",none,thirty-percent,6-mo,college,asian,male,1.9,5.2,1,atheist,2,2.6,917,2020-04-29T19:27:14Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4b28ee696313511b526966d51f3a357c,,1999,7.6,now-jobless,,36,37,49,0,fam-friend,none,three-percent,3-wk,some-college,hispanic-latino,male,0,2.2,7.2,something-else,6.8,0,926,2020-04-29T17:05:18Z,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4b30f61e3784edf762294f095a9b6b48,30000,1979,5.4,now-full,56,96,93,89,1,no-one,none,three-percent,1-mo,highschool,white,female,0.4,9.4,9.3,something-else,9.5,9.3,307,2020-06-10T08:33:13Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Georgia_UnitedStates
4b31349ce4e1b76a5cbbbeb9afca3510,5,1997,6.4,now-full,64,56,57,56,0,religious,sore-throat,three-in-ten,2-wk,some-college,hispanic-latino,male,0,6.3,6.2,something-else,3.7,3.7,320,2020-05-29T01:06:43Z,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Florida_UnitedStates
4b362ac134e8f6be1bb1b026b5113cb1,65000,1976,9.4,was-full,90,89,89,85,0,fam-friend,"dry-cough, muscle-ache, fatigue, sore-throat",one-in-30k,2-mo,college,white,female,7.7,7.7,7.5,something-else,8.9,8.9,935,2020-04-29T19:41:55Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4b4073a01eb377a953def6e444dc35cd,,2001,2.5,now-retired,100,100,100,16,2,fam-friend,none,three-in-ten,few-days,some-college,white,male,0,2.2,4.6,catholic,0.1,10,113,2020-04-29T19:57:51Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NewYork_UnitedStates
4b5ec8cd5dab1b22503b7da3782633fb,3335777,2002,6.5,now-full,23,26,73,76,0,religious,fatigue,three-in-ten,2-wk,some-college,black,female,6.7,2.8,2.9,evangelical-protestant,2.6,6.9,336,2020-05-25T19:20:50Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
4b64dd389538c263eea24a5df9f1dd1b,20000,1996,8.7,"now-full, now-jobless, was-retired",15,31,76,34,0,"state-gov, fedgov, no-one","diarrhea, fatigue, nasal, lost-smell-taste",one-in-1k,2-mo,highschool,hispanic-latino,female,6.8,7.4,2.2,agnostic,7.2,6.7,950,2020-05-25T17:56:40Z,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,California_UnitedStates
4b683dafa0e820af06a66cde3d23dcbd,,2000,8.5,"was-jobless, now-part",100,100,100,100,0,"fam-friend, employer, fedgov, state-gov, local-gov",none,one-in-30k,3-mo,highschool,hispanic-latino,female,0.1,4.9,0,catholic,8.3,0,349,2020-06-10T02:39:56Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
4b75128e9ef1c698365473ab3aef4ad5,280000,1987,8.1,was-full,100,100,100,100,0,no-one,none,three-in-ten,immediate,college,white,male,0.1,10,5.1,agnostic,0,7.1,935,2020-05-25T18:07:47Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4b77ba6decb4a2a6be00572c679028c1,,1993,8.9,now-jobless,100,100,100,62,0,no-one,none,thirty-percent,1-mo,some-college,hispanic-latino,female,0,3.7,7.4,nothing-in-particular,6.3,0.6,910,2020-05-28T23:31:14Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,California_UnitedStates
4b7f2c38818c4b8f1013c5bd022a3fd6,,2000,5,was-full,100,100,100,73,0,fam-friend,none,one-in-1k,few-days,highschool,hispanic-latino,female,4.8,7.4,5,other-protestant,5.2,2.2,336,2020-05-25T20:00:33Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
4b8b57d180bf8499101a4f5f745fdcb6,,2002,3,"was-full, now-full, was-jobless, now-jobless",74,15,73,76,0,fam-friend,none,one-in-30k,few-days,school,black,female,0,6.5,1.2,evangelical-protestant,3,1.9,398,2020-05-25T20:53:32Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Georgia_UnitedStates
4b8baa042e73967175966a178cca9efc,,1999,6,now-full,65,26,26,72,0,"fam-friend, religious",none,three-percent,3-wk,highschool,hispanic-latino,female,3.5,6.4,2.6,orthodox,7.4,2.2,100,2020-06-11T22:24:56Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NewYork_UnitedStates
4b956ec90a66738b9ddddf8d42ec6c4a,,1998,5,now-jobless,51,51,52,50,0,"fam-friend, other",none,three-in-ten,3-mo,some-college,asian,male,5.2,4.5,3.4,catholic,5.6,0.7,953,2020-05-06T03:49:26Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4baa88a755499645a7783c6dd4343636,,1989,7.6,was-part,,64,70,63,1,religious,short-breath,three-in-ten,immediate,college,asian,female,7.9,8.4,6.2,nothing-in-particular,8.1,5.1,113,2020-04-29T18:29:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NewYork_UnitedStates
4bb1734a2c4fb419ee7eba51e4655d71,,2001,7.1,now-disabled,100,100,74,50,0,no-one,none,three-percent,few-days,highschool,black,female,0,7.1,0,nothing-in-particular,10,0,333,2020-06-10T01:31:47Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Florida_UnitedStates
4bb3386c73ea1245d77d3bfff9f16cf1,,1991,0,now-part,19,0,23,75,0,"fam-friend, religious",none,almost-all,few-days,school,hispanic-latino,male,0,5.3,5,catholic,10,0,902,2020-05-06T01:58:13Z,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,California_UnitedStates
4bb7d59a7fabc875bcb7d72292d31ab6,13000,1977,10,now-disabled,96,100,100,100,0,"fam-friend, state-gov, local-community, private-org","fatigue, muscle-ache",thirty-percent,3-mo,college,white,female,0,5,4.9,something-else,7.3,0,945,2020-05-29T01:31:08Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4bbf113f64519685c92d02b0aebc0612,75000,1958,9.4,was-full,54,100,52,100,0,no-one,none,thirty-percent,1-mo,postgrad,white,male,5.2,7.2,5.1,evangelical-protestant,7.3,0,318,2020-06-05T01:15:58Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Georgia_UnitedStates
4bc3df8c3e5414665c335c9b81d4f01d,,1999,5.6,now-retired,59,61,59,64,0,no-one,none,three-in-ten,2-mo,some-college,white,male,5.8,5.8,6,catholic,6.4,6.1,333,2020-05-15T20:13:09Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Florida_UnitedStates
4bcb3a6782f20b122c1a6afe8610d3c3,20000,1998,3.1,now-full,51,29,60,87,0,state-gov,"sore-throat, nasal, nausea-vomit",almost-all,3-wk,school,hispanic-latino,female,6.8,7.9,7.6,mormon,7.1,1.2,336,2020-05-28T22:49:49Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Florida_UnitedStates
4bcdf03d193e9a1a6437410649a3a1f4,,1983,0,now-disabled,100,100,100,0,0,fam-friend,none,almost-all,immediate,school,asian,female,0,4,5.5,other-protestant,10,5.1,118,2020-05-29T02:20:47Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NewYork_UnitedStates
4bced2d16902a09f48452dcadf82bf7a,0,2001,4.6,now-jobless,100,95,100,100,0,no-one,none,three-in-ten,immediate,highschool,black,male,0,5.2,4.9,nothing-in-particular,4.7,5,334,2020-06-10T06:39:08Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
4bd04b8fbfcc536480b3082b151b89e4,,2002,5.8,now-part,79,82,92,94,1,no-one,nasal,almost-all,few-days,highschool,white,female,0.7,4.9,4.9,nothing-in-particular,2.4,2.1,321,2020-06-10T04:09:19Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Florida_UnitedStates
4bdc2350b32232d5efa250c530de010c,,2001,5.1,"was-disabled, now-disabled",100,71,72,35,80,no-one,none,almost-all,2-wk,highschool,white,male,5.2,2.8,8.3,nothing-in-particular,1.9,7,317,2020-05-28T21:50:36Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Georgia_UnitedStates
4be1d7c2601e9395fa4ee70562f4527b,100000,2000,3,now-disabled,51,49,49,51,0,religious,nausea-vomit,thirty-percent,1-mo,postgrad,black,male,3.9,5.1,6,something-else,3.9,5.1,900,2020-05-25T19:55:18Z,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
4be41d4ad60d2c8622dcf299cac7ab85,0,1998,5.4,now-jobless,38,100,62,100,0,fedgov,none,one-in-30k,1-mo,college,white,male,0,6.3,7.4,catholic,5.7,3.9,300,2020-05-15T16:17:57Z,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Georgia_UnitedStates
4be7dcb62594f65abfbd31de6270a54c,60000,2000,10,was-full,80,35,66,40,3,fam-friend,short-breath,thirty-percent,2-mo,some-college,hispanic-latino,female,0.3,1.1,4.1,catholic,6.9,5.5,104,2020-05-25T19:19:34Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NewYork_UnitedStates
4be8faa7cec4165095a03357b7c9c02d,450,1999,9.7,was-part,95,38,46,40,0,no-one,none,one-in-30k,1-yr,postgrad,white,female,9.7,9.3,9.3,something-else,7.2,4.8,112,2020-06-04T21:50:17Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
4bebf9aa3e2fd143ca18a5b50836de71,100000,1987,7.2,was-full,100,95,100,23,0,fam-friend,none,three-in-ten,2-wk,postgrad,asian,female,0,3.5,5.8,catholic,2.9,1.9,919,2020-05-28T23:33:56Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,California_UnitedStates
4bec6000c5d95f060e8145fe442b787a,,1996,10,was-full,100,100,100,100,0,"fam-friend, employer, fedgov, local-gov","dry-cough, short-breath, muscle-ache, fatigue, sore-throat, nasal, fever, headache, nausea-vomit",three-percent,3-wk,some-college,white,male,0.4,5,10,catholic,5,4.9,300,2020-05-25T18:24:01Z,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Georgia_UnitedStates
4bef7188b164265cfbc6ed379cefd7f9,,2002,0.3,now-jobless,100,4,72,22,0,fam-friend,none,one-in-1k,immediate,postgrad,white,male,0,10,10,nothing-in-particular,0,10,953,2020-06-05T00:55:07Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
4bf487ba67221c7a09017d777db9ba20,300000,1989,5.5,was-full,100,99,100,61,0,fam-friend,none,almost-all,2-wk,college,black,female,0.1,6.1,6.3,nothing-in-particular,0.8,5.6,900,2020-05-29T02:32:49Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4bf85fbb4d09903efa606699cf9258f7,,2001,7.4,"was-jobless, now-full, now-retired, was-retired",72,24,75,72,0,fam-friend,"short-breath, lost-smell-taste, muscle-ache",one-in-1k,1-wk,school,white,male,8.3,6.8,7.1,something-else,5.8,3,346,2020-06-04T21:31:58Z,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Florida_UnitedStates
4bfac6a8dfc9ddd497df595fd7efb742,,2000,6.4,"was-part, now-part",93,97,97,63,0,fam-friend,none,three-in-ten,4-mo,some-college,asian,male,0,5,3.8,hindu,5,3.6,316,2020-05-29T02:14:20Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Georgia_UnitedStates
4bfcbd30b5b5c86d95498a38d955f1ff,,1987,4.7,"now-part, was-part",16,48,46,73,0,"state-gov, local-gov",none,three-in-ten,yr-plus,postgrad,black,female,3.9,6,7.8,something-else,10,3.5,333,2020-06-10T05:08:31Z,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Florida_UnitedStates
4bfe13beddb26f2c83c97fac92c52402,,1995,4.9,now-retired,2,0,1,0,0,other,none,almost-all,immediate,highschool,other-mixed,male,8.9,5,0,muslim,0,1.3,941,2020-06-10T05:56:17Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,California_UnitedStates
4c03ec604c550de6396eb590d04bf3cb,1000000,1995,5.9,now-disabled,59,62,64,61,0,other,none,three-percent,few-days,highschool,black,male,0.1,5.7,6.1,something-else,0,6,902,2020-06-04T21:37:56Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
4c0c55f73a34e9e21283d514551d9387,25000,1990,10,now-part,100,100,100,100,0,fam-friend,none,three-in-ten,3-mo,some-college,hispanic-latino,male,0,6.9,5,catholic,7.7,0,902,2020-06-04T20:09:35Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,California_UnitedStates
4c106f33137529baedf6ba33031999b5,,2001,2.9,was-part,100,99,100,96,0,fam-friend,none,one-in-1k,2-wk,some-college,black,female,0,0,0.1,atheist,0,1.8,100,2020-05-25T19:20:39Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
4c131cff020facb9cc6da8ce4bca3b93,,2000,3.5,now-part,,100,100,83,0,fam-friend,none,three-percent,3-mo,highschool,black,female,0,6.5,4.9,evangelical-protestant,10,1.8,330,2020-04-29T16:26:44Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Florida_UnitedStates
4c1af798f7592116c8ac72ebb7dcbfe5,,1977,5.2,now-jobless,,16,24,36,0,no-one,none,one-in-1k,2-wk,highschool,white,female,1.5,4.9,3.8,nothing-in-particular,3.1,6,956,2020-04-29T16:10:55Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
4c25319e0f35ad5deb1f239acab14852,,1984,7.2,now-full,100,100,100,97,0,religious,none,almost-all,1-yr,school,other-mixed,male,0,3,9.6,something-else,9.5,5.6,913,2020-05-15T19:16:41Z,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4c2aebc6e2ead1d4be8d83e93e3ff0d6,,1969,0.9,was-full,86,85,86,90,0,"fam-friend, local-community",none,one-in-30k,1-wk,college,white,female,0.4,2.8,4.1,something-else,2.2,0.7,329,2020-05-06T03:28:12Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Florida_UnitedStates
4c2f99ab7d9383d8636a5c9ff32fcb45,1,2000,4.7,now-jobless,67,67,66,71,0,fam-friend,lost-smell-taste,one-in-1k,3-wk,college,black,female,0,4.5,0,something-else,4.3,0,303,2020-06-11T19:27:51Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Georgia_UnitedStates
4c3bf49e40e4b5a889e59a58ce329fb8,,2002,4.9,now-jobless,100,53,75,100,90,no-one,none,three-percent,2-wk,highschool,hispanic-latino,male,0,0,5,something-else,5.7,0,936,2020-05-29T00:52:27Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
4c4733a1d10557a060ec13a298df8117,10000,2000,7.9,"was-full, was-jobless",70,66,35,70,10,"fam-friend, employer","dry-cough, muscle-ache, lost-smell-taste, sore-throat",one-in-1k,1-wk,some-college,white,male,6.1,6.8,7.3,catholic,7.2,2.8,902,2020-05-28T22:46:08Z,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4c4cbe80928743f6877b5c2087b1f78a,28000,1998,6.2,now-jobless,73,72,75,81,0,fam-friend,none,three-percent,3-wk,highschool,asian,female,1.1,5.9,6.2,nothing-in-particular,6.3,3.1,917,2020-06-11T21:31:35Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
4c51f631184ee3a4529cf8ee9c110b4d,80000,1982,7.4,was-full,88,80,85,81,0,"fam-friend, religious, local-gov, employer",none,thirty-percent,2-mo,postgrad,white,male,0.8,0.4,1.2,something-else,8.3,7.2,100,2020-06-04T22:57:34Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
4c55d89f1226667e9fec25a6792e4fd1,,1967,6.8,was-disabled,99,100,100,99,0,fam-friend,none,almost-all,1-mo,some-college,white,female,0.7,5,9.8,something-else,9.5,9.4,324,2020-05-29T00:06:32Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Florida_UnitedStates
4c5a0975dc711f37956db9fe9e4496fc,38377473,1999,10,now-part,68,81,81,83,0,state-gov,"nasal, diarrhea, short-breath, dry-cough, sore-throat",three-in-ten,1-wk,highschool,hispanic-latino,female,9.9,0,0.4,catholic,10,0.2,335,2020-05-15T15:49:34Z,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Florida_UnitedStates
4c63c5fdb34c34aa1a221a5575c11224,100000,1990,9.6,now-full,96,100,96,100,0,employer,none,one-in-30k,few-days,college,white,male,10,10,9.4,muslim,10,9.6,100,2020-05-28T22:30:30Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
4c63e7a9bdef005ce3dfd2ad3dd06e10,,1996,5.1,was-jobless,100,100,100,88,0,"fam-friend, local-gov, state-gov, fedgov, private-org",none,three-in-ten,2-mo,college,hispanic-latino,female,2.3,3.5,5.5,something-else,7.6,10,925,2020-05-06T05:33:47Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4c6a3de62b3295a6fecbbc75566a334d,75000,1998,5.1,was-full,100,78,100,100,0,"fam-friend, religious",none,three-percent,few-days,highschool,black,female,4.1,6.7,5.2,agnostic,10,0,123,2020-05-25T17:09:06Z,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
4c725a30563e55a69f78ca6e4d0f5cd5,29000,1978,3.1,was-full,100,70,69,67,1,fam-friend,none,one-in-1k,2-wk,highschool,hispanic-latino,male,0,7.1,4.7,catholic,5.3,5.1,142,2020-05-25T20:10:39Z,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
4c77c703545b2ab6b76b78e695ba0ca4,,2000,9.8,now-disabled,52,46,52,46,0,fam-friend,fever,almost-all,few-days,postgrad,other-mixed,male,0,0,4.9,catholic,10,10,912,2020-06-11T22:41:09Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,California_UnitedStates
4c7f5a30cc3419972b6bf47b60343364,30000,2000,2.8,"now-jobless, was-jobless",27,82,76,29,4,state-gov,nasal,thirty-percent,3-wk,college,black,female,9.8,3.1,3.4,atheist,8,7.6,316,2020-06-05T01:18:07Z,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Georgia_UnitedStates
4c80409fa49bd11e0d74379c94deaf20,,2000,5.7,was-jobless,79,78,82,88,0,religious,nasal,one-in-30k,few-days,highschool,white,female,8.1,8.6,8,nothing-in-particular,7.9,8.7,337,2020-06-04T19:33:18Z,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Florida_UnitedStates
4c9597f1bf4c15cd766bca4728b92ce8,59000,2001,9.2,now-full,90,93,76,9,0,no-one,none,thirty-percent,immediate,college,black,female,0,0.7,0.7,catholic,9.1,7.5,900,2020-05-28T23:42:45Z,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,California_UnitedStates
4c96feeb4db84b4a8d499aac0eb12281,50000,2000,9.6,was-disabled,77,30,67,68,0,private-org,none,one-in-30k,1-wk,highschool,white,male,1,7.4,7.3,nothing-in-particular,3.2,4.9,338,2020-05-28T22:06:52Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Florida_UnitedStates
4ca3309072496156d76ad7c8cb00b0ce,9500000,2000,2.6,"was-jobless, was-full, now-part",100,100,100,100,0,"fam-friend, local-gov, state-gov, fedgov, other, local-community",none,one-in-1k,few-days,school,white,male,0,5.1,8.6,something-else,6.6,10,940,2020-05-28T23:14:13Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,California_UnitedStates
4cab37bc60e6366d5ed69085e1c62e49,70000,1993,6.9,now-full,100,100,100,100,10,"fam-friend, employer, religious",fatigue,three-percent,2-mo,college,white,male,1.4,6.3,5.9,evangelical-protestant,10,2.3,303,2020-05-29T03:18:23Z,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Georgia_UnitedStates
4cabac381d4211fe2663a663fa565f0a,,2002,0,now-disabled,0,32,7,80,0,fam-friend,none,thirty-percent,3-mo,school,white,female,0,6.9,10,nothing-in-particular,5,10,100,2020-06-11T21:25:55Z,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NewYork_UnitedStates
